
274,Daniel Coats,2TM,26,,10,0,,,,,,,,,,,,3,0,
275,Patrick Cobbs,MIA,27,,16,1,,,,,,0,1,0,0,0,,7,0,
276,Shaun Cody,HOU,27,LDT,16,16,,,,,,,,,,,,21,17,
277,Terrence Cody,BAL,22,,13,1,,,,,,,,,,,,5,8,
278,Michael Coe,2TM,27,,6,0,,,,,,,,,,,,4,2,
279,Chase Coffman,CIN,24,,6,0,,,,,,,,,,,,1,0,
280,Barry Cofield,NYG,26,LDT,16,16,0,0,0,0,4,2,0,1,0,0,4.0,39,15,
281,Landon Cohen,2TM,24,,4,1,,,,,,,,,,,,4,1,
282,Colin Cole,SEA,30,RDT,11,11,0,0,0,0,5,,,,,,1.0,36,8,
283,Marquice Cole,NYJ,27,,12,1,2,49,1,35,5,0,1,1,0,0,,20,2,
284,Nick Cole,PHI,26,rg,13,7,,,,,,,,,,,,1,0,
285,Trent Cole,PHI,28,RDE,15,15,0,0,0,0,2,1,0,0,0,0,10.0,50,15,
286,Antonio Coleman,BUF,24,,8,0,,,,,,,,,,,,5,5,
287,Drew Coleman,NYJ,27,,16,4,1,0,0,0,4,5,0,0,0,0,4.0,37,4,
288,Erik Coleman,ATL,28,,12,1,,,,,,,,,,,,15,5,
289,Kenyon Coleman,CLE,31,LDE,16,14,,,,,,0,0,3,0,0,2.5,50,18,
290,Kurt Coleman,PHI,22,,15,2,1,7,0,7,2,,,,,,,22,5,
291,Daryn Colledge,GNB,28,LG,16,16,,,,,,,,,,,,1,0,
292,Kerry Collins,TEN,38,qb,10,7,,,,,,0,5,1,-8,0,,1,0,
293,Nick Collins*,GNB,27,FS,16,16,4,34,0,24,12,0,0,2,26,1,,59,11,
294,Marc Colombo,DAL,32,RT,15,15,,,,,,,,,,,,2,0,
295,Britton Colquitt,DEN,25,,16,0,,,,,,0,1,0,-13,0,,0,1,
296,Dustin Colquitt,KAN,28,,16,0,,,,,,,,,,,,0,1,
297,Marques Colston,NOR,27,WR,15,11,,,,,,,,,,,,1,0,
298,Jon Condo,OAK,29,,16,0,,,,,,1,0,1,0,0,,0,1,
299,John Conner,NYJ,23,,16,0,,,,,,0,0,1,0,0,,2,3,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Kavell Conner,IND,23,RLB,12,9,,,,,,1,0,1,5,0,,31,21,
301,Dan Connor,CAR,25,MLB,8,8,0,0,0,0,1,,,,,,1.0,33,14,
302,Sean Considine,JAX,29,fs,14,5,1,-2,0,-2,3,1,0,1,0,0,1.0,43,9,
303,Chris Cook,MIN,23,db,6,5,0,0,0,0,2,,,,,,,15,5,
304,Emanuel Cook,NYJ,22,,4,0,,,,,,1,0,0,0,0,,1,1,
305,Jared Cook,TEN,23,,16,1,,,,,,0,0,1,2,0,,2,1,
306,Kyle Cook,CIN,27,C,16,16,,,,,,,,,,,,1,0,
307,Chris Cooley,WAS,28,TE,16,16,,,,,,0,3,0,0,0,,2,0,
308,Stephen Cooper,SDG,31,LILB,12,11,1,2,0,2,6,2,0,0,0,0,1.0,37,6,
309,Terrance Copper,KAN,28,,16,3,,,,,,,,,,,,11,4,
310,Reggie Corner,BUF,27,,16,2,0,0,0,0,5,,,,,,1.0,18,5,
311,Jon Corto,BUF,26,,11,0,,,,,,,,,,,,3,2,
312,Quan Cosby,CIN,28,,16,0,,,,,,,,,,,,0,3,
313,Phil Costa,DAL,23,,4,1,,,,,,,,,,,,2,0,
314,Blake Costanzo,CLE,26,,10,0,,,,,,0,0,1,0,0,,5,2,
315,Jerricho Cotchery,NYJ,28,wr,14,5,,,,,,0,1,1,0,0,,1,0,
316,Derek Cox,JAX,24,LCB,13,11,4,14,0,14,8,,,,,,,41,8,
317,Kennard Cox,SEA,25,,11,0,0,0,0,0,2,0,0,1,0,0,,5,4,
318,Perrish Cox,DEN,23,RCB,15,9,1,15,0,15,14,2,1,0,0,0,,54,1,
319,Shawn Crable,2TM,26,,6,0,,,,,,,,,,,0.5,2,2,
320,Michael Crabtree,SFO,23,WR,16,15,,,,,,,,,,,,3,0,
321,Tom Crabtree,GNB,25,,16,1,,,,,,,,,,,,8,2,
322,Patrick Crayton,SDG,31,,9,2,,,,,,,,,,,,2,0,
323,Josh Cribbs,CLE,27,wr,15,5,,,,,,0,7,4,0,0,,,,
324,Chris Crocker,CIN,30,FS,9,9,0,0,0,0,5,2,0,0,0,0,2.0,31,12,
325,Antonio Cromartie,NYJ,26,RCB,15,15,3,75,0,66,17,0,0,1,0,0,,41,1,
326,Mason Crosby,GNB,26,,16,0,,,,,,,,,,,,1,0,
327,Channing Crowder,MIA,27,LILB,11,11,0,0,0,0,2,,,,,,,33,6,
328,Tim Crowder,TAM,25,LDE,16,9,0,0,0,0,4,1,0,1,0,0,3.0,22,9,
329,Jermelle Cudjo,STL,24,,10,0,0,0,0,0,2,,,,,,0.5,9,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Tyrone Culver,MIA,27,,15,0,0,0,0,0,1,,,,,,,23,2,
331,Kenwin Cummings,2TM,24,,5,0,,,,,,,,,,,,1,0,
332,Billy Cundiff*+,BAL,30,,16,0,,,,,,,,,,,,1,0,
333,Jermaine Cunningham,NWE,22,ROLB,15,11,0,0,0,0,1,2,0,0,0,0,1.0,27,7,
334,Rennie Curran,TEN,22,,9,0,,,,,,,,,,,,0,4,
335,Aaron Curry,SEA,24,RLB,16,16,0,0,0,0,1,2,0,0,0,0,3.5,57,13,
336,Dominique Curry,STL,23,,2,0,,,,,,,,,,,,2,0,
337,Brian Cushing,HOU,23,LLB,12,12,0,0,0,0,4,1,0,0,0,0,1.5,53,23,
338,Jay Cutler,CHI,27,QB,15,15,,,,,,0,10,1,0,0,,1,0,
339,Jacob Cutrera,JAX,22,,8,0,,,,,,,,,,,,4,0,
340,Craig Dahl,STL,25,SS,15,13,2,23,0,23,6,1,0,1,0,0,1.0,87,11,
341,Harvey Dahl,ATL,29,RG,16,16,,,,,,0,0,1,0,0,,,,
342,Chase Daniel,NOR,24,,13,0,,,,,,0,1,0,-11,0,,0,1,
343,Owen Daniels,HOU,28,TE,11,10,,,,,,,,,,,,1,0,
344,Phillip Daniels,WAS,37,,14,1,,,,,,,,,,,2.0,15,6,
345,Travis Daniels,KAN,28,,16,0,1,4,0,4,4,,,,,,,6,2,
346,Karlos Dansby,MIA,29,RILB,14,13,0,0,0,0,4,2,0,0,0,0,3.0,78,17,
347,Kenneth Darby,STL,28,,14,0,,,,,,,,,,,,8,1,
348,Andra Davis,BUF,32,,6,4,1,11,0,11,1,1,0,0,0,0,,18,23,
349,Anthony Davis,SFO,21,RT,16,16,,,,,,0,0,3,0,0,,1,0,
350,Britt Davis,DEN,24,,3,0,,,,,,,,,,,,4,0,
351,Bruce Davis,OAK,25,,6,0,,,,,,,,,,,,4,0,
352,Chauncey Davis,ATL,27,,16,2,1,26,1,26,2,0,0,1,0,0,1.0,19,5,
353,Dexter Davis,SEA,24,,15,0,,,,,,0,0,1,0,0,1.0,10,3,
354,Fred Davis,WAS,24,TE,16,9,,,,,,,,,,,,0,1,
355,Kellen Davis,CHI,25,,16,3,,,,,,,,,,,,2,3,
356,Rashied Davis,CHI,31,,16,0,0,0,0,0,1,0,1,0,0,0,,7,2,
357,Vontae Davis,MIA,22,LCB,16,15,1,0,0,0,12,1,0,0,0,0,,43,8,
358,Will Davis,ARI,24,,10,3,,,,,,,,,,,1.0,8,4,
359,Brian Dawkins,DEN,37,SS,11,11,1,-2,0,-2,5,2,0,0,0,0,2.0,55,11,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Keyunta Dawson,IND,25,,16,0,0,0,0,0,1,0,0,1,0,0,,19,12,
361,Phil Dawson,CLE,35,,16,0,,,,,,,,,,,,1,0,
362,Brandon Deaderick,NWE,23,,10,4,,,,,,,,,,,2.0,9,1,
363,Eric Decker,DEN,23,,14,0,,,,,,0,3,0,0,0,,0,1,
364,Thomas DeCoud,ATL,25,FS,16,16,1,0,0,0,4,2,1,0,0,0,,56,18,
365,Chris DeGeare,MIN,23,lg,8,5,,,,,,0,0,1,0,0,,1,0,
366,Louis Delmas,DET,23,FS,15,15,0,0,0,0,1,2,0,2,-4,0,2.0,62,22,
367,Mike DeVito,NYJ,26,RDE,16,11,0,0,0,0,1,2,0,0,0,0,,34,25,
368,Ed Dickson,BAL,23,,15,3,,,,,,,,,,,,1,0,
369,David Diehl,NYG,30,LT,12,12,,,,,,0,0,1,0,0,,2,0,
370,Kris Dielman*,SDG,29,LG,15,15,,,,,,0,0,1,0,0,,2,0,
371,Ryan Diem,IND,31,RT,16,16,,,,,,,,,,,,1,0,
372,Na'il Diggs,STL,32,LLB,12,12,0,0,0,0,2,1,0,1,3,0,,28,8,
373,Zach Diles,HOU,25,RLB,15,10,,,,,,,,,,,,59,23,
374,Phillip Dillard,NYG,24,,7,0,,,,,,,,,,,,0,1,
375,Anthony Dixon,SFO,23,,16,0,0,0,0,0,1,0,0,1,0,0,,0,2,
376,Antonio Dixon,PHI,25,RDT,15,10,0,0,0,0,2,,,,,,2.0,25,5,
377,Marcus Dixon,NYJ,26,,3,1,,,,,,,,,,,1.0,4,0,
378,Tim Dobbins,MIA,28,lilb,16,6,0,0,0,0,1,,,,,,1.0,36,11,
379,Kevin Dockery,STL,26,,10,3,1,8,0,8,4,,,,,,,17,5,
380,Darnell Dockett*,ARI,29,RDE,15,15,0,0,0,0,1,1,0,3,0,1,5.0,45,7,
381,Jon Dorenbos,PHI,30,,16,0,,,,,,,,,,,,0,1,
382,Glenn Dorsey,KAN,25,RDE,16,16,,,,,,0,0,1,0,0,2.0,51,18,
383,Lionel Dotson,MIA,25,,3,0,,,,,,,,,,,,2,0,
384,Early Doucet,ARI,25,wr,10,5,,,,,,,,,,,,2,0,
385,Reed Doughty,WAS,28,SS,15,9,0,0,0,0,2,1,0,0,0,0,1.0,54,39,
386,Marques Douglas,TEN,33,,6,2,,,,,,,,,,,,16,5,
387,Leger Douzable,JAX,24,,15,0,,,,,,,,,,,,5,3,
388,Joel Dreessen,HOU,28,TE,16,10,,,,,,0,1,0,0,0,,9,0,
389,Donald Driver,GNB,35,WR,15,15,,,,,,0,1,0,0,0,,3,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Jeff Dugan,MIN,29,,16,4,,,,,,,,,,,,2,0,
391,Jo-Lonn Dunbar,NOR,25,LLB,13,8,0,0,0,0,2,0,0,1,0,0,1.0,30,8,
392,Carlos Dunlap,CIN,21,,12,0,0,0,0,0,3,0,0,1,0,0,9.5,19,5,
393,King Dunlap,PHI,25,rt,14,5,,,,,,,,,,,,2,0,
394,Justin Durant,JAX,25,RLB,10,9,0,0,0,0,2,0,0,1,0,0,,47,8,
395,Nick Eason,PIT,30,rde,16,5,0,0,0,0,1,,,,,,1.5,7,9,
396,Andrew Economos,TAM,28,,16,0,,,,,,1,0,0,0,0,,0,1,
397,Julian Edelman,NWE,24,,15,3,,,,,,0,1,0,0,0,,1,0,
398,Armanti Edwards,CAR,22,,3,0,,,,,,0,1,1,0,0,,,,
399,Braylon Edwards,NYJ,27,WR,16,15,0,0,0,0,1,0,1,0,0,0,,3,0,
400,Dwan Edwards,BUF,29,RDE,11,11,1,8,0,8,2,1,0,0,0,0,1.0,31,26,
401,Ray Edwards,MIN,25,LDE,14,14,0,0,0,0,2,,,,,,8.0,28,9,
402,Ron Edwards,KAN,31,NT,16,15,0,0,0,0,1,,,,,,2.0,15,11,
403,Isaiah Ekejiuba,DET,29,,9,0,,,,,,1,0,0,0,0,,8,2,
404,Abram Elam,CLE,29,FS,16,15,2,18,0,18,10,2,0,2,18,1,2.0,65,14,
405,Brody Eldridge,IND,23,TE,14,8,,,,,,1,0,0,0,0,,1,0,
406,Dannell Ellerbe,BAL,25,,11,1,0,0,0,0,1,,,,,,1.0,22,6,
407,Chris Ellis,2TM,25,,5,1,,,,,,0,1,0,0,0,1.0,3,2,
408,Sedrick Ellis,NOR,25,RDT,16,16,0,0,0,0,2,2,0,0,0,0,6.0,30,14,
409,Shaun Ellis,NYJ,33,LDE,15,15,0,0,0,0,1,1,0,0,0,0,4.5,26,10,
410,Keith Ellison,BUF,26,,8,2,0,0,0,0,1,,,,,,,15,5,
411,Larry English,SDG,24,,8,2,,,,,,,,,,,3.0,9,4,
412,Hiram Eugene,OAK,30,,14,0,0,0,0,0,1,1,0,3,0,0,,21,1,
413,Demetric Evans,SFO,31,,16,0,0,0,0,0,1,,,,,,,12,3,
414,Fred Evans,MIN,27,,8,0,,,,,,,,,,,,4,0,
415,Lee Evans,BUF,29,WR,13,13,,,,,,0,2,1,0,0,,4,0,
416,Alan Faneca,ARI,34,LG,16,16,,,,,,0,0,1,0,0,,3,0,
417,Jonathan Fanene,CIN,28,,2,0,,,,,,,,,,,,0,1,
418,James Farrior,PIT,35,LILB,16,16,0,0,0,0,5,1,0,1,8,0,6.0,80,29,
419,Heath Farwell,MIN,29,,16,0,,,,,,,,,,,,14,2,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Anthony Fasano,MIA,26,TE,15,15,,,,,,,,,,,,2,0,
421,Brett Favre,MIN,41,QB,13,13,,,,,,0,7,2,-29,0,,,,
422,Jay Feely,ARI,34,,16,0,,,,,,,,,,,,3,0,
423,Daniel Fells,STL,27,te,16,6,,,,,,,,,,,,3,0,
424,Jerome Felton,DET,24,,16,2,,,,,,0,1,0,0,0,,1,0,
425,D'Brickashaw Ferguson*,NYJ,27,LT,16,16,,,,,,0,0,1,0,0,,3,0,
426,Tony Fiammetta,CAR,24,FB,14,9,,,,,,,,,,,,2,1,
427,Brandon Fields,MIA,26,,16,0,,,,,,,,,,,,3,0,
428,Ronald Fields,DEN,29,,16,0,,,,,,,,,,,,14,8,
429,Jermichael Finley,GNB,23,te,5,5,,,,,,,,,,,,1,0,
430,Cortland Finnegan,TEN,26,RCB,16,16,2,41,1,41,9,1,0,0,0,0,1.0,82,18,
431,Brian Finneran,ATL,34,,16,1,,,,,,1,0,1,0,0,,1,0,
432,Larry Fitzgerald*,ARI,27,WR,16,15,,,,,,0,0,1,0,0,,4,0,
433,Ryan Fitzpatrick,BUF,28,QB,13,13,,,,,,0,8,3,0,0,,2,0,
434,Joe Flacco,BAL,25,QB,16,16,,,,,,0,9,1,-8,0,,1,0,
435,Bradley Fletcher,STL,24,RCB,16,15,4,41,0,28,11,0,0,1,43,0,,61,10,
436,Dane Fletcher,NWE,24,,13,0,1,0,0,0,2,1,0,1,0,0,2.0,17,6,
437,London Fletcher*,WAS,35,LILB,16,16,1,0,0,0,11,3,0,3,-3,0,2.5,87,49,
438,Drayton Florence,BUF,30,RCB,16,16,3,42,1,40,15,0,0,2,27,1,,49,9,
439,Brandon Flowers,KAN,24,LCB,15,15,2,33,1,33,14,1,0,0,0,0,,56,9,
440,Malcom Floyd,SDG,29,WR,11,9,,,,,,0,1,0,0,0,,1,0,
441,Andre Fluellen,DET,25,,16,0,,,,,,,,,,,1.0,8,2,
442,Moise Fokou,PHI,25,RLB,16,11,0,0,0,0,1,1,0,0,0,0,1.0,31,7,
443,Nick Folk,NYJ,26,,16,0,,,,,,,,,,,,1,0,
444,Zack Follett,DET,23,,5,2,0,0,0,0,1,,,,,,,8,9,
445,Larry Foote,PIT,30,,16,0,0,0,0,0,1,,,,,,1.0,16,5,
446,Jacob Ford,TEN,27,rde,14,5,,,,,,1,0,0,0,0,3.0,31,11,
447,Jacoby Ford,OAK,23,WR,16,9,,,,,,0,3,1,0,0,,3,0,
448,Justin Forsett,SEA,25,rb,16,5,,,,,,,,,,,,2,0,
449,Matt Forte,CHI,25,RB,16,16,,,,,,0,3,1,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,Arian Foster*+,HOU,24,RB,16,13,,,,,,1,3,1,1,0,,2,0,
451,Eric Foster,IND,25,,16,0,,,,,,0,0,2,0,0,3.5,25,8,
452,Keyaron Fox,PIT,28,,16,0,0,0,0,0,2,1,0,2,0,0,,17,6,
453,Eric Frampton,MIN,26,,14,0,,,,,,,,,,,,10,4,
454,Coye Francies,CLE,24,,2,0,,,,,,,,,,,,2,1,
455,Aaron Francisco,IND,27,SS,12,12,2,10,0,11,3,,,,,,,45,14,
456,Rob Francois,GNB,25,,8,1,,,,,,,,,,,,3,0,
457,Aubrayo Franklin,SFO,30,NT,16,16,0,0,0,0,1,0,0,1,0,0,,38,1,
458,Dominique Franks,ATL,23,,2,0,1,40,0,40,1,,,,,,,1,0,
459,Josh Freeman,TAM,22,QB,16,16,,,,,,0,7,4,0,0,,3,0,
460,Dwight Freeney*,IND,30,RDE,16,16,0,0,0,0,2,5,0,0,0,0,10.0,21,4,
461,Scott Fujita,CLE,31,ROLB,9,9,1,16,0,16,1,2,0,0,0,0,3.5,36,15,
462,Vincent Fuller,TEN,28,,12,3,1,0,0,0,2,,,,,,,29,4,
463,Jabar Gaffney,DEN,30,WR,16,11,,,,,,0,1,0,0,0,,4,0,
464,Thomas Gafford,KAN,27,,16,0,,,,,,0,0,1,0,0,,0,2,
465,Justin Gage,TEN,29,,11,4,,,,,,,,,,,,1,0,
466,Omar Gaither,PHI,26,,14,2,,,,,,,,,,,,32,4,
467,Junior Galette,NOR,22,,4,0,,,,,,,,,,,,1,0,
468,Robert Gallery,OAK,30,LG,12,12,,,,,,,,,,,,2,0,
469,Joey Galloway,WAS,39,,10,4,,,,,,,,,,,,2,0,
470,Chris Gamble,CAR,27,LCB,11,10,0,0,0,0,8,,,,,,,32,3,
471,Quinton Ganther,2TM,26,,11,1,,,,,,,,,,,,1,0,
472,Antonio Garay,SDG,31,NT,16,15,,,,,,,,,,,5.5,37,11,
473,Pierre Garcon,IND,24,WR,14,14,,,,,,,,,,,,3,0,
474,David Garrard,JAX,32,QB,14,14,,,,,,0,11,3,-12,0,,2,0,
475,Roberto Garza,CHI,31,RG/LG,14,14,,,,,,,,,,,,2,0,
476,Randall Gay,NOR,28,,4,0,,,,,,,,,,,,3,2,
477,William Gay,PIT,25,,16,4,0,0,0,0,11,1,0,0,0,0,2.0,40,8,
478,Robert Geathers,CIN,27,LDE,16,16,0,0,0,0,2,1,0,1,5,0,1.0,22,11,
479,Toby Gerhart,MIN,23,,15,1,,,,,,0,3,0,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,David Gettis,CAR,23,WR,15,13,,,,,,0,1,0,0,0,,3,0,
481,Brandon Ghee,CIN,23,,6,0,,,,,,,,,,,,2,0,
482,Vernon Gholston,NYJ,24,,16,2,,,,,,,,,,,,5,5,
483,Brandon Gibson,STL,23,WR,14,12,,,,,,,,,,,,3,0,
484,Gary Gibson,STL,28,RDT,16,16,0,0,0,0,2,,,,,,,14,4,
485,Mike Gibson,SEA,25,LG/RG,14,8,,,,,,,,,,,,1,0,
486,Thaddeus Gibson,SFO,23,,2,0,,,,,,1,0,0,0,0,,,,
487,Wallace Gilberry,KAN,26,,16,2,0,0,0,0,1,2,0,2,0,0,7.0,19,4,
488,Jarron Gilbert,NYJ,24,,1,0,,,,,,,,,,,,1,0,
489,John Gilmore,TAM,31,TE,16,11,,,,,,,,,,,,1,0,
490,Mardy Gilyard,STL,24,,11,2,,,,,,1,1,0,0,0,,1,0,
491,Ted Ginn,SFO,25,,13,0,,,,,,0,1,1,0,0,,3,0,
492,Matt Giordano,NOR,28,,9,0,,,,,,,,,,,,2,1,
493,Cody Glenn,IND,24,,10,0,,,,,,,,,,,,1,3,
494,Chris Gocong,CLE,27,RILB,16,16,0,0,0,0,3,1,0,2,0,0,2.0,50,25,
495,Charles Godfrey,CAR,25,SS,16,16,5,112,0,38,8,1,0,0,0,0,,69,14,
496,Travis Goethel,OAK,23,,8,0,,,,,,,,,,,,5,2,
497,Jonathan Goff,NYG,25,MLB,16,16,0,0,0,0,2,1,0,1,22,0,1.0,52,26,
498,Adam Goldberg,STL,30,RG,16,16,,,,,,0,0,1,0,0,,,,
499,Dashon Goldson,SFO,26,FS,16,16,1,39,1,39,5,,,,,,1.0,62,18,
500,Kedric Golston,WAS,27,RDE,13,13,0,0,0,0,1,,,,,,,20,15,
501,Tony Gonzalez*,ATL,34,TE,16,16,,,,,,,,,,,,1,0,
502,Tavares Gooden,BAL,26,,10,0,,,,,,,,,,,,11,5,
503,Andre' Goodman,DEN,32,RCB,8,8,0,0,0,0,8,,,,,,,17,0,
504,Richard Goodman,SDG,23,,3,0,,,,,,0,1,0,0,0,,5,1,
505,Mike Goodson,CAR,23,,16,3,,,,,,0,5,2,-13,0,,4,0,
506,Jonathan Goodwin,NOR,32,C,16,16,,,,,,0,0,1,0,0,,,,
507,Amon Gordon,3TM,29,,4,0,,,,,,,,,,,,3,1,
508,Josh Gordy,GNB,23,,2,0,,,,,,,,,,,,1,0,
509,Frank Gore,SFO,27,RB,11,11,,,,,,0,4,1,0,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Robbie Gould,CHI,29,,16,0,,,,,,,,,,,,1,0,
511,Bruce Gradkowski,OAK,27,,6,4,,,,,,0,3,1,0,0,,1,0,
512,Ben Graham,ARI,37,,16,0,,,,,,,,,,,,1,0,
513,Brandon Graham,PHI,22,lde,13,6,,,,,,2,0,0,0,0,3.0,12,1,
514,Corey Graham,CHI,25,,16,0,,,,,,,,,,,,22,1,
515,Daniel Graham,DEN,32,TE,16,16,,,,,,0,1,1,0,0,,3,0,
516,Earnest Graham,TAM,30,rb,12,7,,,,,,0,1,1,0,0,,1,0,
517,Jimmy Graham,NOR,24,te,15,5,,,,,,0,1,1,20,0,,1,0,
518,Deon Grant,NYG,31,LLB,16,8,3,0,0,0,10,2,0,3,0,0,1.0,56,16,
519,Larry Grant,STL,25,RLB,16,8,,,,,,2,0,1,0,0,2.0,15,3,
520,Howard Green,2TM,31,,11,3,,,,,,1,0,0,0,0,1.0,6,2,
521,Courtney Greene,JAX,24,SS,14,11,1,8,0,8,4,1,0,1,0,0,,56,20,
522,Shonn Greene,NYJ,25,,15,2,,,,,,0,3,0,0,0,,1,0,
523,Chad Greenway,MIN,27,LLB,16,16,0,0,0,0,2,1,0,1,0,0,1.0,109,35,
524,Cory Greenwood,KAN,25,,16,0,,,,,,,,,,,,10,1,
525,Jabari Greer,NOR,28,LCB,14,13,2,50,1,26,12,0,0,1,0,0,,54,7,
526,Kelly Gregg,BAL,34,NT,16,16,,,,,,,,,,,,21,17,
527,Steve Gregory,SDG,27,SS,9,9,2,41,0,41,2,,,,,,,34,10,
528,Jermaine Gresham,CIN,22,TE,15,10,,,,,,0,2,0,0,0,,2,0,
529,Everson Griffen,MIN,23,,11,0,,,,,,,,,,,,4,0,
530,Cedric Griffin,MIN,28,,2,2,0,0,0,0,1,,,,,,,7,1,
531,Michael Griffin*,TEN,25,FS,16,16,4,50,0,28,12,2,0,2,20,0,,86,22,
532,Brent Grimes*,ATL,27,LCB,16,16,5,84,0,36,23,,,,,,,76,11,
533,Cody Grimm,TAM,23,FS,11,9,2,24,1,13,2,1,0,0,0,0,,38,14,
534,Jordan Gross*,CAR,30,LT,16,16,,,,,,0,0,1,0,0,,,,
535,Rex Grossman,WAS,30,,4,3,,,,,,0,4,0,0,0,,1,0,
536,Quentin Groves,OAK,26,LLB,15,12,1,-4,0,-4,2,0,0,2,0,0,,28,11,1
537,Ben Grubbs,BAL,26,LG,16,16,,,,,,,,,,,,1,0,
538,Letroy Guion,MIN,23,,15,0,,,,,,1,0,0,0,0,2.0,12,4,
539,Andre Gurode*,DAL,31,C,16,16,,,,,,0,3,0,-20,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
540,Gary Guyton,NWE,25,LILB,16,8,2,72,1,59,6,1,0,1,35,1,3.0,43,20,
541,Joe Haden,CLE,21,lcb,16,7,6,101,0,62,18,1,1,0,0,0,1.0,50,7,
542,Derek Hagan,NYG,26,,7,4,,,,,,,,,,,,5,0,
543,Mario Haggan,DEN,30,RILB,16,16,0,0,0,0,1,2,0,1,0,0,5.0,75,12,
544,Clark Haggans,ARI,33,ROLB,13,13,0,0,0,0,2,1,0,0,0,0,5.0,38,9,
545,Tyjuan Hagler,IND,29,,13,2,1,35,0,35,4,0,0,1,0,0,1.0,48,11,
546,Tamba Hali,KAN,27,ROLB,16,16,0,0,0,0,3,4,0,2,2,0,14.5,36,15,
547,Ahmard Hall,TEN,31,,16,4,,,,,,,,,,,,6,0,
548,Alex Hall,NYG,25,,2,0,,,,,,,,,,,,1,0,
549,Chad Hall,PHI,24,,8,1,,,,,,,,,,,,2,0,
550,DeAngelo Hall*,WAS,27,LCB,16,16,6,92,1,92,16,2,0,2,32,1,,65,30,
551,James Hall,STL,33,RDE,16,16,0,0,0,0,1,5,0,0,0,0,10.5,48,6,
